Event	ID	Name			Wwise Object Path	Notes
	57903060	Arsonist_Secondary_Flare_Projectile_Burning			\Default Work Unit\Arsonist_Secondary_Flare_Projectile_Burning	
	87692310	Arsonist_Secondary_Flare_Damage_Tick			\Default Work Unit\Arsonist_Secondary_Flare_Damage_Tick	
	137978395	Arsonist_Idle_Taunt_Firebug			\Default Work Unit\Arsonist_Idle_Taunt_Firebug	
	428657357	Arsonist_Menu_Match_Strike			\Default Work Unit\Arsonist_Menu_Match_Strike	
	470984906	Arsonist_Primary_Fire			\Default Work Unit\Arsonist_Primary_Fire	
	553582860	Arsonist_Primary_Scepter_Overheated			\Default Work Unit\Arsonist_Primary_Scepter_Overheated	
	587096102	Arsonist_Flamethrower_Active			\Default Work Unit\Arsonist_Flamethrower_Active	
	672450684	Arsonist_Spite_End			\Default Work Unit\Arsonist_Spite_End	
	934132236	Arsonist_Flamethrower_Start			\Default Work Unit\Arsonist_Flamethrower_Start	
	974780206	Arsonist_Neomasochism_Start			\Default Work Unit\Arsonist_Neomasochism_Start	
	979568843	Arsonist_Flamethrower_Scepter_Start			\Default Work Unit\Arsonist_Flamethrower_Scepter_Start	
	1135082308	Arsonist_Stop_ZPB_Fluff			\Default Work Unit\Arsonist_Stop_ZPB_Fluff	
	1155150252	Arsonist_Idle_Stop			\Default Work Unit\Arsonist_Idle_Stop	
	1324654014	Arsonist_Primary_Scepter_Full_Charge_Fire			\Default Work Unit\Arsonist_Primary_Scepter_Full_Charge_Fire	
	1362851720	Arsonist_Idle_Taunt			\Default Work Unit\Arsonist_Idle_Taunt	
	1397846719	Arsonist_Primary_Scepter_OnHit			\Default Work Unit\Arsonist_Primary_Scepter_OnHit	
	1419365914	Arsonist_Neomasochism_Duration_No_Pulse			\Default Work Unit\Arsonist_Neomasochism_Duration_No_Pulse	
	1486446844	Arsonist_ZPB_Contact			\Default Work Unit\Arsonist_ZPB_Contact	
	1555324237	Arsonist_Primary_Fire_Travel			\Default Work Unit\Arsonist_Primary_Fire_Travel	
	1578712289	Arsonist_Neomasochism_Pulse			\Default Work Unit\Arsonist_Neomasochism_Pulse	
	1597575822	Arsonist_Secondary_Flare_Punch_Contact			\Default Work Unit\Arsonist_Secondary_Flare_Punch_Contact	
	1608533803	Arsonist_Secondary_Flare_Projectile_Overheat			\Default Work Unit\Arsonist_Secondary_Flare_Projectile_Overheat	
	1685265643	Arsonist_Flamethrower_Scepter_End_Blast			\Default Work Unit\Arsonist_Flamethrower_Scepter_End_Blast	
	1840962711	Arsonist_Masochism			\Default Work Unit\Arsonist_Masochism	
	1852205059	Arsonist_Primary_Scepter_Charge_Complete			\Default Work Unit\Arsonist_Primary_Scepter_Charge_Complete	
	1864761202	Arsonist_Flamethrower_Scepter_Burning			\Default Work Unit\Arsonist_Flamethrower_Scepter_Burning	
	1924783034	Arsonist_Cleanse			\Default Work Unit\Arsonist_Cleanse	
	1951821374	Arsonist_Neomasochism_Laugh_Firebug			\Default Work Unit\Arsonist_Neomasochism_Laugh_Firebug	
	2004274107	Arsonist_ZPB_Laugh			\Default Work Unit\Arsonist_ZPB_Laugh	
	2058064724	Arsonist_Secondary_Flare_Voiceline_Firebug			\Default Work Unit\Arsonist_Secondary_Flare_Voiceline_Firebug	
	2143616816	Arsonist_Flamethrower_Scepter_End			\Default Work Unit\Arsonist_Flamethrower_Scepter_End	
	2176930590	Arsonist_Stop_All_Sounds			\Default Work Unit\Arsonist_Stop_All_Sounds	
	2300744954	Arsonist_Primary_Fire_Overheated			\Default Work Unit\Arsonist_Primary_Fire_Overheated	
	2370694900	Arsonist_ZPB_Laugh_Firebug			\Default Work Unit\Arsonist_ZPB_Laugh_Firebug	
	2517450375	Arsonist_Secondary_Flare_Punch_Explosion			\Default Work Unit\Arsonist_Secondary_Flare_Punch_Explosion	
	2590470431	Arsonist_Spite_Start			\Default Work Unit\Arsonist_Spite_Start	
	2615494976	Arsonist_Primary_Fire_Travel_Stop			\Default Work Unit\Arsonist_Primary_Fire_Travel_Stop	
	2698275145	Arsonist_Secondary_Flare_Projectile_Impact			\Default Work Unit\Arsonist_Secondary_Flare_Projectile_Impact	
	2746588547	Arsonist_Primary_Scepter_Charge			\Default Work Unit\Arsonist_Primary_Scepter_Charge	
	2767633755	Arsonist_Secondary_Flare_Voiceline			\Default Work Unit\Arsonist_Secondary_Flare_Voiceline	
	2881057417	Arsonist_Neomasochism_Laugh			\Default Work Unit\Arsonist_Neomasochism_Laugh	
	3061346618	Arsonist_Secondary_Flare_Explosion			\Default Work Unit\Arsonist_Secondary_Flare_Explosion	
	3152162514	Arsonist_Overheat_Start			\Default Work Unit\Arsonist_Overheat_Start	
	3247972543	Arsonist_Flamethrower_Scepter_Active			\Default Work Unit\Arsonist_Flamethrower_Scepter_Active	
	3408252638	Arsonist_Overheat_Duration			\Default Work Unit\Arsonist_Overheat_Duration	
	3575931215	Arsonist_Masochism_Denied			\Default Work Unit\Arsonist_Masochism_Denied	
	3580806227	Arsonist_Secondary_Flare_Punch			\Default Work Unit\Arsonist_Secondary_Flare_Punch	
	3585665340	Arsonist_ZPB_Start			\Default Work Unit\Arsonist_ZPB_Start	
	3747272580	Arsonist_Secondary_Flare_Projectile			\Default Work Unit\Arsonist_Secondary_Flare_Projectile	
	3765159379	Arsonist_Neomasochism_End_Laugh			\Default Work Unit\Arsonist_Neomasochism_End_Laugh	
	3775196080	Arsonist_Spite_Pulse			\Default Work Unit\Arsonist_Spite_Pulse	
	3787943995	Arsonist_Overheat_Finish			\Default Work Unit\Arsonist_Overheat_Finish	
	3799485370	Arsonist_Secondary_Flare_Projectile_Travel_Stop			\Default Work Unit\Arsonist_Secondary_Flare_Projectile_Travel_Stop	
	3831238989	Arsonist_Masochism_Laugh			\Default Work Unit\Arsonist_Masochism_Laugh	
	3833223580	Arsonist_Neomasochism_Active			\Default Work Unit\Arsonist_Neomasochism_Active	
	3899586782	Arsonist_Primary_Fire_Explosion			\Default Work Unit\Arsonist_Primary_Fire_Explosion	
	3993024655	Arsonist_Secondary_Flare_Projectile_Travel			\Default Work Unit\Arsonist_Secondary_Flare_Projectile_Travel	
	4054143681	Arsonist_Secondary_Flare_Explosion_New			\Default Work Unit\Arsonist_Secondary_Flare_Explosion_New	
	4157809569	Arsonist_Spite_Duration			\Default Work Unit\Arsonist_Spite_Duration	
	4168901551	Arsonist_Flamethrower_End			\Default Work Unit\Arsonist_Flamethrower_End	
	4235059291	Arsonist_Primary_Scepter_Fire			\Default Work Unit\Arsonist_Primary_Scepter_Fire	

Game Parameter	ID	Name			Wwise Object Path	Notes
	988679239	Volume_ArsonistVoice_Arsonist			\Default Work Unit\Volume_ArsonistVoice_Arsonist	
	1264562516	Volume_ArsonistSFX			\Default Work Unit\Volume_ArsonistSFX	
	1868460931	Volume_ArsonistVoice			\Default Work Unit\Volume_ArsonistVoice	
	1907826238	PlaybackSpeed_Arsonist_Charge			\Default Work Unit\PlaybackSpeed_Arsonist_Charge	
	2549699868	Volume_ArsonistVoice_Firebug			\Default Work Unit\Volume_ArsonistVoice_Firebug	
	3673881719	Volume_SFX			\Default Work Unit\Volume_SFX	
	3695994288	Volume_Master			\Default Work Unit\Volume_Master	

Effect plug-ins	ID	Name	Type				Notes
	381842791	Time Stretch (Custom)	Wwise Time Stretch			

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	5203180	4_2_Secondary Flare Projectile Overheat	F:\coding\Arsonist-RoR2\ArsonistWWISE\.cache\Windows\SFX\2. Overheat_705A8E62.wem		\Actor-Mixer Hierarchy\Default Work Unit\Master Mixer\SFX Mixer\Arsonist SFX Mixer\4_2_Secondary Flare Projectile Overheat		15214
	20639472	1_2_Overheat_Finish	F:\coding\Arsonist-RoR2\ArsonistWWISE\.cache\Windows\SFX\Overheat\3. Overheat Finish_8E324C96.wem		\Actor-Mixer Hierarchy\Default Work Unit\Master Mixer\SFX Mixer\Arsonist SFX Mixer\1_2_Overheat_Finish		70085
	34150984	Arsonist_Masochism_2_0_Only_Voices_01	F:\coding\Arsonist-RoR2\ArsonistWWISE\.cache\Windows\SFX\Arsonist_Masochism_2.0_Only_Voices_3E17CE0A.wem		\Actor-Mixer Hierarchy\Default Work Unit\Master Mixer\Voice Master\Arsonist\6_0_Masochism_Voice\Arsonist_Masochism_2_0_Only_Voices_01		54705
	51318196	3_8_Scepter_Charge_Complete	F:\coding\Arsonist-RoR2\ArsonistWWISE\.cache\Windows\SFX\Charge Complete_55B9F286.wem		\Actor-Mixer Hierarchy\Default Work Unit\Master Mixer\SFX Mixer\Arsonist SFX Mixer\3_8_Scepter_Charge_Complete		11948
	65815467	Firebug_ZPB_2_0_Just_Voices_02	F:\coding\Arsonist-RoR2\ArsonistWWISE\.cache\Windows\SFX\Firebug_ZPB_2.0_Just_Voices_8177C2E3.wem		\Actor-Mixer Hierarchy\Default Work Unit\Master Mixer\Voice Master\Firebug\5_3_ZPB_Firebug_Voice\Firebug_ZPB_2_0_Just_Voices_02		27592
	83830840	Firebug_ZPB_2_0_Just_Voices_03	F:\coding\Arsonist-RoR2\ArsonistWWISE\.cache\Windows\SFX\Firebug_ZPB_2.0_Just_Voices_A33CC7C2.wem		\Actor-Mixer Hierarchy\Default Work Unit\Master Mixer\Voice Master\Firebug\5_3_ZPB_Firebug_Voice\Firebug_ZPB_2_0_Just_Voices_03		31287
	98736392	Firebug_Flare_Bang_1	F:\coding\Arsonist-RoR2\ArsonistWWISE\.cache\Windows\SFX\Firebug_Flare_Bang_1_C76A9CDA.wem		\Actor-Mixer Hierarchy\Default Work Unit\Master Mixer\Voice Master\Firebug\4_9_Secondary_Flare_Voiceline_Firebug\Firebug_Flare_Bang_1		27024
	103453405	4_5_Secondary_Flare_Projectile_Burning	F:\coding\Arsonist-RoR2\ArsonistWWISE\.cache\Windows\SFX\6. Flare Burning on Target_B7091D91.wem		\Actor-Mixer Hierarchy\Default Work Unit\Master Mixer\SFX Mixer\Arsonist SFX Mixer\4_5_Secondary_Flare_Projectile_Burning		83795
	109192780	9_4_Flamethrower_Scepter_End	F:\coding\Arsonist-RoR2\ArsonistWWISE\.cache\Windows\SFX\3. End_4D74AE4E.wem		\Actor-Mixer Hierarchy\Default Work Unit\Master Mixer\SFX Mixer\Arsonist SFX Mixer\9_4_Flamethrower_Scepter_End		23138
	136757640	Arsonist_ZPB_2_0_Only_Voices_01	F:\coding\Arsonist-RoR2\ArsonistWWISE\.cache\Windows\SFX\Arsonist_ZPB_2.0_Only_Voices_91357632.wem		\Actor-Mixer Hierarchy\Default Work Unit\Master Mixer\Voice Master\Arsonist\5_2_ZPB_Arsonist_Voice\Arsonist_ZPB_2_0_Only_Voices_01		64709
	151939271	Firebug_Flare_Bang_2	F:\coding\Arsonist-RoR2\ArsonistWWISE\.cache\Windows\SFX\Firebug_Flare_Bang_2_6FB4B515.wem		\Actor-Mixer Hierarchy\Default Work Unit\Master Mixer\Voice Master\Firebug\4_9_Secondary_Flare_Voiceline_Firebug\Firebug_Flare_Bang_2		15274
	155282618	3_9_Scepter_Charge_Up	F:\coding\Arsonist-RoR2\ArsonistWWISE\.cache\Windows\SFX\Chargeup start 0.75 sec_926294DB.wem		\Actor-Mixer Hierarchy\Default Work Unit\Master Mixer\SFX Mixer\Arsonist SFX Mixer\3_9_Scepter_Charge_Up		25283
	156089775	Arsonist_ZPB_2_0_Only_Voices_03	F:\coding\Arsonist-RoR2\ArsonistWWISE\.cache\Windows\SFX\Arsonist_ZPB_2.0_Only_Voices_51C521AD.wem		\Actor-Mixer Hierarchy\Default Work Unit\Master Mixer\Voice Master\Arsonist\5_2_ZPB_Arsonist_Voice\Arsonist_ZPB_2_0_Only_Voices_03		54698
	214059166	6_5_Masochism_Laugh_Active	F:\coding\Arsonist-RoR2\ArsonistWWISE\.cache\Windows\SFX\1.75._Middle-duration_only_8D2F0B89.wem		\Actor-Mixer Hierarchy\Default Work Unit\Master Mixer\SFX Mixer\Arsonist SFX Mixer\6_5_Masochism_Laugh_Active		258170
	270484830	Firebug_Masochism_2_0_Only_Voices_01	F:\coding\Arsonist-RoR2\ArsonistWWISE\.cache\Windows\SFX\Firebug_Masochism_2.0_Only_Voices_01230107.wem		\Actor-Mixer Hierarchy\Default Work Unit\Master Mixer\Voice Master\Firebug\6_1_Masochism_Firebug_Voice\Firebug_Masochism_2_0_Only_Voices_01		41656
	306125133	Arsonist_Masochism_2_0_Only_Voices_02	F:\coding\Arsonist-RoR2\ArsonistWWISE\.cache\Windows\SFX\Arsonist_Masochism_2.0_Only_Voices_76F39F50.wem		\Actor-Mixer Hierarchy\Default Work Unit\Master Mixer\Voice Master\Arsonist\6_0_Masochism_Voice\Arsonist_Masochism_2_0_Only_Voices_02		66707
	316779847	5_0_ZPB_Start_Whiff_Old	F:\coding\Arsonist-RoR2\ArsonistWWISE\.cache\Windows\SFX\ZPB_startup_whiff_8E324C96.wem		\Actor-Mixer Hierarchy\Default Work Unit\Master Mixer\SFX Mixer\Arsonist SFX Mixer\5_0_ZPB_Start_Whiff\5_0_ZPB_Start_Whiff_Old		55612
	322193800	3_6_Primary_Scepter_OnHit	F:\coding\Arsonist-RoR2\ArsonistWWISE\.cache\Windows\SFX\3. Base On-hit_EF5887D7.wem		\Actor-Mixer Hierarchy\Default Work Unit\Master Mixer\SFX Mixer\Arsonist SFX Mixer\3_6_Primary_Scepter_OnHit		39572
	326243976	4_1_Secondary Flare Explosion	F:\coding\Arsonist-RoR2\ArsonistWWISE\.cache\Windows\SFX\Secondary Fire 1\2. Flare Explosion_7D60FC5D.wem		\Actor-Mixer Hierarchy\Default Work Unit\Master Mixer\SFX Mixer\Arsonist SFX Mixer\4_1_Secondary Flare Explosion		69505
	342015722	6_6_Masochism_Laugh_End	F:\coding\Arsonist-RoR2\ArsonistWWISE\.cache\Windows\SFX\2. End_AC3A7761.wem		\Actor-Mixer Hierarchy\Default Work Unit\Master Mixer\SFX Mixer\Arsonist SFX Mixer\6_6_Masochism_Laugh_End		58521
	366655931	Idle_Moth_2	F:\coding\Arsonist-RoR2\ArsonistWWISE\.cache\Windows\SFX\Idle_Moth_2_8E324C96.wem		\Actor-Mixer Hierarchy\Default Work Unit\Master Mixer\Voice Master\Firebug\10_1_Idle_Arsonist_Firebug\Idle_Moth_2		148607
